checking_account_Status,Duration(months),Credit_history,Purpose,Credit_Amount,credit_per_month,Savings_Account/bonds,Employment_since,Installment_rate(%),Personalstatus_Gender,Gender,debtors/Guarantors,Residence_since(yrs),Property,Age,Other_installment_plans,Housing,Bank_credits,Job,Dependents,Telephone,Foriegn_worker,Credit_Classification
below_0,18,critical_acc,new_car,3966,220.333333333333,Below_100,more_than_7yrs,1,divorced,female,none,4,real_estate,33,bank,rent,3,skilled_employee,1,yes,yes,1
no_account,18,no_credits_taken,business,4165,231.388888888889,Below_100,1_to_4yr,2,single,male,none,2,car/other,36,stores,own,2,skilled_employee,2,none,yes,1
below_0,36,cleared_pending_dues,used_car,8335,231.52777777777803,no_saving_acc,more_than_7yrs,3,single,male,none,4,no_property,47,none,for_free,1,skilled_employee,1,none,yes,1
0_to_200,48,delayed_payement,business,6681,139.1875,no_saving_acc,1_to_4yr,4,single,male,none,4,no_property,38,none,for_free,1,skilled_employee,2,yes,yes,0
no_account,24,delayed_payement,business,2375,98.9583333333333,500_to_1000,1_to_4yr,4,single,male,none,2,car/other,44,none,own,2,skilled_employee,2,yes,yes,0
below_0,18,cleared_pending_dues,new_car,1216,67.5555555555556,Below_100,lessthan_year,4,divorced,female,none,3,car/other,23,none,rent,1,skilled_employee,1,yes,yes,1
below_0,45,no_credits_taken,business,11816,262.577777777778,Below_100,more_than_7yrs,2,single,male,none,4,car/other,29,none,rent,2,skilled_employee,1,none,yes,1
0_to_200,24,cleared_pending_dues,tv,5084,211.833333333333,no_saving_acc,more_than_7yrs,2,divorced,female,none,4,car/other,42,none,own,1,skilled_employee,1,yes,yes,0
above_200,15,cleared_pending_dues,tv,2327,155.13333333333298,Below_100,lessthan_year,2,divorced,female,none,3,real_estate,25,none,own,1,Unskilled-Resident,1,none,yes,1
below_0,12,no_credits_taken,new_car,1082,90.1666666666667,Below_100,1_to_4yr,4,single,male,none,4,car/other,48,bank,own,2,skilled_employee,1,none,yes,1
no_account,12,cleared_pending_dues,tv,886,73.8333333333333,no_saving_acc,1_to_4yr,4,divorced,female,none,2,car/other,21,none,own,1,skilled_employee,1,none,yes,0
no_account,4,cleared_pending_dues,furniture,601,150.25,Below_100,lessthan_year,1,divorced,female,none,3,real_estate,23,none,rent,1,Unskilled-Resident,2,none,yes,0
below_0,24,critical_acc,used_car,2957,123.208333333333,Below_100,more_than_7yrs,4,single,male,none,4,life_insurance,63,none,own,2,skilled_employee,1,yes,yes,0
no_account,24,critical_acc,tv,2611,108.791666666667,Below_100,more_than_7yrs,4,married,male,Co-applicant,3,real_estate,46,none,own,2,skilled_employee,1,none,yes,0
below_0,36,cleared_pending_dues,furniture,5179,143.861111111111,Below_100,4_to_7yr,4,single,male,none,2,life_insurance,29,none,own,1,skilled_employee,1,none,yes,1
no_account,21,delayed_payement,used_car,2993,142.52380952381,Below_100,1_to_4yr,3,single,male,none,2,real_estate,28,stores,own,2,Unskilled-Resident,1,none,yes,0
no_account,18,cleared_pending_dues,repairs,1943,107.944444444444,Below_100,lessthan_year,4,divorced,female,none,4,real_estate,23,none,own,1,skilled_employee,1,none,yes,1
no_account,24,duly_paid,business,1559,64.9583333333333,Below_100,4_to_7yr,4,single,male,none,4,car/other,50,bank,own,1,skilled_employee,1,yes,yes,0
no_account,18,cleared_pending_dues,furniture,3422,190.111111111111,Below_100,more_than_7yrs,4,single,male,none,4,life_insurance,47,bank,own,3,skilled_employee,2,yes,yes,0
0_to_200,21,cleared_pending_dues,furniture,3976,189.333333333333,no_saving_acc,4_to_7yr,2,single,male,none,3,car/other,35,none,own,1,skilled_employee,1,yes,yes,0
no_account,18,cleared_pending_dues,new_car,6761,375.611111111111,no_saving_acc,1_to_4yr,2,single,male,none,4,car/other,68,none,rent,2,skilled_employee,1,none,yes,1
no_account,24,cleared_pending_dues,new_car,1249,52.0416666666667,Below_100,lessthan_year,4,married,male,none,2,real_estate,28,none,own,1,skilled_employee,1,none,yes,0
below_0,9,cleared_pending_dues,tv,1364,151.555555555556,Below_100,4_to_7yr,3,single,male,none,4,real_estate,59,none,own,1,skilled_employee,1,none,yes,0
below_0,12,cleared_pending_dues,tv,709,59.0833333333333,Below_100,more_than_7yrs,4,single,male,none,4,real_estate,57,stores,own,1,Unskilled-Resident,1,none,yes,1
below_0,20,critical_acc,new_car,2235,111.75,Below_100,1_to_4yr,4,married,male,guarantor,2,life_insurance,33,bank,rent,2,skilled_employee,1,none,no,1
no_account,24,critical_acc,used_car,4042,168.416666666667,no_saving_acc,4_to_7yr,3,single,male,none,4,life_insurance,43,none,own,2,skilled_employee,1,yes,yes,0
no_account,15,critical_acc,tv,1471,98.0666666666667,Below_100,1_to_4yr,4,single,male,none,4,no_property,35,none,for_free,2,skilled_employee,1,yes,yes,0
below_0,18,duly_paid,new_car,1442,80.1111111111111,Below_100,4_to_7yr,4,single,male,none,4,no_property,32,none,for_free,2,Unskilled-Resident,2,none,yes,1
no_account,36,delayed_payement,new_car,10875,302.08333333333303,Below_100,more_than_7yrs,2,single,male,none,2,car/other,45,none,own,2,skilled_employee,2,yes,yes,0
no_account,24,cleared_pending_dues,new_car,1474,61.4166666666667,100_to_500,lessthan_year,4,married,male,none,3,real_estate,33,none,own,1,skilled_employee,1,yes,yes,0
no_account,10,cleared_pending_dues,retraining,894,89.4,no_saving_acc,4_to_7yr,4,divorced,female,none,3,life_insurance,40,none,own,1,skilled_employee,1,yes,yes,0
no_account,15,critical_acc,furniture,3343,222.866666666667,Below_100,1_to_4yr,4,single,male,none,2,no_property,28,none,for_free,1,skilled_employee,1,yes,yes,0
below_0,15,cleared_pending_dues,new_car,3959,263.933333333333,Below_100,1_to_4yr,3,divorced,female,none,2,life_insurance,29,none,own,1,skilled_employee,1,yes,yes,1
no_account,9,cleared_pending_dues,new_car,3577,397.44444444444395,100_to_500,1_to_4yr,1,single,male,guarantor,2,real_estate,26,none,rent,1,skilled_employee,2,none,no,0
no_account,24,critical_acc,used_car,5804,241.833333333333,Above_1000,1_to_4yr,4,single,male,none,2,real_estate,27,none,own,2,skilled_employee,1,none,yes,0
no_account,18,delayed_payement,business,2169,120.5,Below_100,1_to_4yr,4,married,male,none,2,car/other,28,none,own,1,skilled_employee,1,yes,yes,1
below_0,24,cleared_pending_dues,tv,2439,101.625,Below_100,lessthan_year,4,divorced,female,none,4,real_estate,35,none,own,1,skilled_employee,1,yes,yes,1
no_account,27,critical_acc,furniture,4526,167.62962962963002,Above_1000,lessthan_year,4,single,male,none,2,real_estate,32,stores,own,2,Unskilled-Resident,2,yes,yes,0
no_account,10,cleared_pending_dues,furniture,2210,221.0,Below_100,1_to_4yr,2,single,male,none,2,real_estate,25,bank,rent,1,Unskilled-Resident,1,none,yes,1
no_account,15,cleared_pending_dues,furniture,2221,148.066666666667,500_to_1000,1_to_4yr,2,divorced,female,none,4,car/other,20,none,rent,1,skilled_employee,1,none,yes,0
below_0,18,cleared_pending_dues,tv,2389,132.722222222222,Below_100,lessthan_year,4,divorced,female,none,1,car/other,27,stores,own,1,skilled_employee,1,none,yes,0
no_account,12,critical_acc,furniture,3331,277.58333333333303,Below_100,more_than_7yrs,2,single,male,none,4,life_insurance,42,stores,own,1,skilled_employee,1,none,yes,0
no_account,36,cleared_pending_dues,business,7409,205.805555555556,no_saving_acc,more_than_7yrs,3,single,male,none,2,life_insurance,37,none,own,2,skilled_employee,1,none,yes,0
below_0,12,cleared_pending_dues,furniture,652,54.3333333333333,Below_100,more_than_7yrs,4,divorced,female,none,4,life_insurance,24,none,rent,1,skilled_employee,1,none,yes,0
no_account,36,delayed_payement,furniture,7678,213.27777777777803,500_to_1000,4_to_7yr,2,divorced,female,none,4,car/other,40,none,own,2,skilled_employee,1,yes,yes,0
above_200,6,critical_acc,new_car,1343,223.833333333333,Below_100,more_than_7yrs,1,single,male,none,4,real_estate,46,none,own,2,skilled_employee,2,none,no,0
below_0,24,critical_acc,business,1382,57.5833333333333,100_to_500,4_to_7yr,4,single,male,none,1,real_estate,26,none,own,2,skilled_employee,1,yes,yes,0
no_account,15,cleared_pending_dues,domestic_appliances,874,58.2666666666667,no_saving_acc,lessthan_year,4,divorced,female,none,1,real_estate,24,none,own,1,skilled_employee,1,none,yes,0
below_0,12,cleared_pending_dues,furniture,3590,299.16666666666697,Below_100,1_to_4yr,2,single,male,Co-applicant,2,life_insurance,29,none,own,1,Unskilled-Resident,2,none,yes,0
0_to_200,11,critical_acc,new_car,1322,120.181818181818,Above_1000,1_to_4yr,4,divorced,female,none,4,car/other,40,none,own,2,skilled_employee,1,none,yes,0
below_0,18,duly_paid,tv,1940,107.777777777778,Below_100,lessthan_year,3,single,male,Co-applicant,4,no_property,36,bank,for_free,1,selfemployed/Mgt,1,yes,yes,0
no_account,36,cleared_pending_dues,tv,3595,99.86111111111109,Below_100,more_than_7yrs,4,single,male,none,2,car/other,28,none,own,1,skilled_employee,1,none,yes,0
below_0,9,cleared_pending_dues,new_car,1422,158.0,Below_100,lessthan_year,3,single,male,none,2,no_property,27,none,for_free,1,selfemployed/Mgt,1,yes,yes,1
no_account,30,critical_acc,tv,6742,224.733333333333,no_saving_acc,4_to_7yr,2,single,male,none,3,life_insurance,36,none,own,2,skilled_employee,1,none,yes,0
no_account,24,cleared_pending_dues,used_car,7814,325.58333333333303,Below_100,4_to_7yr,3,single,male,none,3,car/other,38,none,own,1,selfemployed/Mgt,1,yes,yes,0
no_account,24,cleared_pending_dues,used_car,9277,386.541666666667,no_saving_acc,1_to_4yr,2,divorced,male,none,4,no_property,48,none,for_free,1,skilled_employee,1,yes,yes,0
0_to_200,30,critical_acc,new_car,2181,72.7,no_saving_acc,more_than_7yrs,4,single,male,none,4,real_estate,36,none,own,2,skilled_employee,1,none,yes,0
no_account,18,critical_acc,tv,1098,61.0,Below_100,unemployed,4,divorced,female,none,4,car/other,65,none,own,2,unemployed/non-resident,1,none,yes,0
0_to_200,24,cleared_pending_dues,furniture,4057,169.041666666667,Below_100,4_to_7yr,3,divorced,male,none,3,car/other,43,none,own,1,skilled_employee,1,yes,yes,1
below_0,12,cleared_pending_dues,education,795,66.25,Below_100,lessthan_year,4,divorced,female,none,4,life_insurance,53,none,own,1,skilled_employee,1,none,yes,1
0_to_200,24,critical_acc,business,2825,117.708333333333,no_saving_acc,4_to_7yr,4,single,male,none,3,no_property,34,none,own,2,skilled_employee,2,yes,yes,0
0_to_200,48,cleared_pending_dues,business,15672,326.5,Below_100,1_to_4yr,2,single,male,none,2,car/other,23,none,own,1,skilled_employee,1,yes,yes,1
no_account,36,critical_acc,new_car,6614,183.72222222222197,Below_100,more_than_7yrs,4,single,male,none,4,car/other,34,none,own,2,selfemployed/Mgt,1,yes,yes,0
no_account,28,duly_paid,used_car,7824,279.428571428571,no_saving_acc,lessthan_year,3,single,male,guarantor,4,real_estate,40,bank,rent,2,skilled_employee,2,yes,yes,0
below_0,27,critical_acc,business,2442,90.44444444444441,Below_100,more_than_7yrs,4,single,male,none,4,car/other,43,stores,own,4,selfemployed/Mgt,2,yes,yes,0
no_account,15,critical_acc,tv,1829,121.933333333333,Below_100,more_than_7yrs,4,single,male,none,4,car/other,46,none,own,2,skilled_employee,1,yes,yes,0
below_0,12,critical_acc,new_car,2171,180.916666666667,Below_100,1_to_4yr,4,single,male,none,4,life_insurance,38,bank,own,2,Unskilled-Resident,1,none,no,0
0_to_200,36,critical_acc,used_car,5800,161.111111111111,Below_100,1_to_4yr,3,single,male,none,4,car/other,34,none,own,2,skilled_employee,1,yes,yes,0
no_account,18,critical_acc,tv,1169,64.9444444444444,no_saving_acc,1_to_4yr,4,single,male,none,3,life_insurance,29,none,own,2,skilled_employee,1,yes,yes,0
no_account,36,delayed_payement,used_car,8947,248.52777777777803,no_saving_acc,4_to_7yr,3,single,male,none,2,car/other,31,stores,own,1,selfemployed/Mgt,2,yes,yes,0
below_0,21,cleared_pending_dues,tv,2606,124.095238095238,Below_100,lessthan_year,4,divorced,female,none,4,life_insurance,28,none,rent,1,selfemployed/Mgt,1,yes,yes,0
no_account,12,critical_acc,furniture,1592,132.666666666667,Above_1000,4_to_7yr,3,divorced,female,none,2,life_insurance,35,none,own,1,skilled_employee,1,none,no,0
no_account,15,cleared_pending_dues,furniture,2186,145.733333333333,no_saving_acc,4_to_7yr,1,divorced,female,none,4,real_estate,33,bank,rent,1,Unskilled-Resident,1,none,yes,0
below_0,18,cleared_pending_dues,furniture,4153,230.72222222222197,Below_100,1_to_4yr,2,single,male,Co-applicant,3,car/other,42,none,own,1,skilled_employee,1,none,yes,1
below_0,16,critical_acc,new_car,2625,164.0625,Below_100,more_than_7yrs,2,single,male,guarantor,4,life_insurance,43,bank,rent,1,skilled_employee,1,yes,yes,1
no_account,20,critical_acc,new_car,3485,174.25,no_saving_acc,lessthan_year,2,divorced,male,none,4,real_estate,44,none,own,2,skilled_employee,1,yes,yes,0
no_account,36,critical_acc,used_car,10477,291.027777777778,no_saving_acc,more_than_7yrs,2,single,male,none,4,no_property,42,none,for_free,2,skilled_employee,1,none,yes,0
no_account,15,cleared_pending_dues,tv,1386,92.4,no_saving_acc,1_to_4yr,4,married,male,none,2,real_estate,40,none,rent,1,skilled_employee,1,yes,yes,0
no_account,24,cleared_pending_dues,tv,1278,53.25,Below_100,more_than_7yrs,4,single,male,none,1,real_estate,36,none,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,12,cleared_pending_dues,tv,1107,92.25,Below_100,1_to_4yr,2,single,male,none,2,real_estate,20,none,rent,1,selfemployed/Mgt,2,yes,yes,0
below_0,21,cleared_pending_dues,new_car,3763,179.190476190476,no_saving_acc,4_to_7yr,2,single,male,Co-applicant,2,real_estate,24,none,own,1,Unskilled-Resident,1,none,no,0
0_to_200,36,cleared_pending_dues,education,3711,103.083333333333,no_saving_acc,1_to_4yr,2,married,male,none,2,car/other,27,none,own,1,skilled_employee,1,none,yes,0
no_account,15,delayed_payement,used_car,3594,239.6,Below_100,lessthan_year,1,divorced,female,none,2,life_insurance,46,none,own,2,Unskilled-Resident,1,none,yes,0
0_to_200,9,cleared_pending_dues,new_car,3195,355.0,no_saving_acc,1_to_4yr,1,divorced,female,none,2,real_estate,33,none,own,1,Unskilled-Resident,1,none,yes,0
no_account,36,delayed_payement,tv,4454,123.722222222222,Below_100,1_to_4yr,4,divorced,female,none,4,real_estate,34,none,own,2,skilled_employee,1,none,yes,0
0_to_200,24,critical_acc,furniture,4736,197.333333333333,Below_100,lessthan_year,2,divorced,female,none,4,car/other,25,bank,own,1,Unskilled-Resident,1,none,yes,1
0_to_200,30,cleared_pending_dues,tv,2991,99.7,no_saving_acc,more_than_7yrs,2,divorced,female,none,4,car/other,25,none,own,1,skilled_employee,1,none,yes,0
no_account,11,cleared_pending_dues,business,2142,194.72727272727298,Above_1000,more_than_7yrs,1,divorced,male,none,2,real_estate,28,none,own,1,skilled_employee,1,yes,yes,0
below_0,24,duly_paid,business,3161,131.708333333333,Below_100,1_to_4yr,4,single,male,none,2,life_insurance,31,none,rent,1,skilled_employee,1,yes,yes,1
0_to_200,48,no_credits_taken,others,18424,383.833333333333,Below_100,1_to_4yr,1,divorced,female,none,2,life_insurance,32,bank,own,1,selfemployed/Mgt,1,yes,no,1
no_account,10,cleared_pending_dues,used_car,2848,284.8,100_to_500,1_to_4yr,1,single,male,Co-applicant,2,real_estate,32,none,own,1,skilled_employee,2,none,yes,0
below_0,6,cleared_pending_dues,new_car,14896,2482.6666666666697,Below_100,more_than_7yrs,1,single,male,none,4,no_property,68,bank,own,1,selfemployed/Mgt,1,yes,yes,1
below_0,24,cleared_pending_dues,furniture,2359,98.2916666666667,100_to_500,unemployed,1,divorced,male,none,1,life_insurance,33,none,own,1,skilled_employee,1,none,yes,1
below_0,24,cleared_pending_dues,furniture,3345,139.375,Below_100,more_than_7yrs,4,single,male,none,2,life_insurance,39,none,rent,1,selfemployed/Mgt,1,yes,yes,1
no_account,18,critical_acc,furniture,1817,100.944444444444,Below_100,1_to_4yr,4,divorced,female,none,2,no_property,28,none,own,2,skilled_employee,1,none,yes,0
no_account,48,delayed_payement,tv,12749,265.60416666666697,500_to_1000,4_to_7yr,4,single,male,none,1,car/other,37,none,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,9,cleared_pending_dues,tv,1366,151.777777777778,Below_100,lessthan_year,3,divorced,female,none,4,life_insurance,22,none,rent,1,skilled_employee,1,none,yes,1
0_to_200,12,cleared_pending_dues,new_car,2002,166.833333333333,Below_100,4_to_7yr,3,single,male,none,4,life_insurance,30,none,rent,1,skilled_employee,2,yes,yes,0
below_0,24,duly_paid,furniture,6872,286.33333333333303,Below_100,lessthan_year,2,divorced,male,none,1,life_insurance,55,bank,own,1,skilled_employee,1,yes,yes,1
below_0,12,duly_paid,new_car,697,58.0833333333333,Below_100,lessthan_year,4,single,male,none,2,car/other,46,bank,own,2,skilled_employee,1,yes,yes,1
below_0,18,critical_acc,furniture,1049,58.27777777777779,Below_100,lessthan_year,4,divorced,female,none,4,life_insurance,21,none,rent,1,skilled_employee,1,none,yes,0
below_0,48,cleared_pending_dues,used_car,10297,214.520833333333,Below_100,4_to_7yr,4,single,male,none,4,no_property,39,stores,for_free,3,skilled_employee,2,yes,yes,1
no_account,30,cleared_pending_dues,tv,1867,62.2333333333333,no_saving_acc,more_than_7yrs,4,single,male,none,4,car/other,58,none,own,1,skilled_employee,1,yes,yes,0
below_0,12,delayed_payement,new_car,1344,112.0,Below_100,1_to_4yr,4,single,male,none,2,real_estate,43,none,own,2,Unskilled-Resident,2,none,yes,0
below_0,24,cleared_pending_dues,furniture,1747,72.7916666666667,Below_100,lessthan_year,4,single,male,Co-applicant,1,life_insurance,24,none,own,1,Unskilled-Resident,1,none,no,0
0_to_200,9,cleared_pending_dues,tv,1670,185.555555555556,Below_100,lessthan_year,4,divorced,female,none,2,car/other,22,none,own,1,skilled_employee,1,yes,yes,1
no_account,9,critical_acc,new_car,1224,136.0,Below_100,1_to_4yr,3,single,male,none,1,real_estate,30,none,own,2,skilled_employee,1,none,yes,0
no_account,12,critical_acc,tv,522,43.5,500_to_1000,more_than_7yrs,4,single,male,none,4,life_insurance,42,none,own,2,skilled_employee,2,yes,yes,0
below_0,12,cleared_pending_dues,tv,1498,124.833333333333,Below_100,1_to_4yr,4,divorced,female,none,1,car/other,23,bank,own,1,skilled_employee,1,none,yes,0
0_to_200,30,delayed_payement,tv,1919,63.9666666666667,100_to_500,lessthan_year,4,single,male,none,3,no_property,30,stores,own,2,selfemployed/Mgt,1,none,yes,1
above_200,9,cleared_pending_dues,tv,745,82.7777777777778,Below_100,1_to_4yr,3,divorced,female,none,2,real_estate,28,none,own,1,Unskilled-Resident,1,none,yes,1
0_to_200,6,cleared_pending_dues,tv,2063,343.833333333333,Below_100,lessthan_year,4,married,male,none,3,car/other,30,none,rent,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,60,cleared_pending_dues,education,6288,104.8,Below_100,1_to_4yr,4,single,male,none,4,no_property,42,none,for_free,1,skilled_employee,1,none,yes,1
no_account,24,critical_acc,used_car,6842,285.08333333333303,no_saving_acc,1_to_4yr,2,single,male,none,4,life_insurance,46,none,own,2,selfemployed/Mgt,2,yes,yes,0
no_account,12,cleared_pending_dues,new_car,3527,293.91666666666697,no_saving_acc,lessthan_year,2,single,male,none,3,life_insurance,45,none,own,1,selfemployed/Mgt,2,yes,yes,0
no_account,10,cleared_pending_dues,new_car,1546,154.6,Below_100,1_to_4yr,3,single,male,none,2,real_estate,31,none,own,1,Unskilled-Resident,2,none,no,0
no_account,24,cleared_pending_dues,furniture,929,38.7083333333333,no_saving_acc,4_to_7yr,4,single,male,none,2,car/other,31,stores,own,1,skilled_employee,1,yes,yes,0
no_account,4,critical_acc,new_car,1455,363.75,Below_100,4_to_7yr,2,single,male,none,1,real_estate,42,none,own,3,Unskilled-Resident,2,none,yes,0
below_0,15,cleared_pending_dues,furniture,1845,123.0,Below_100,lessthan_year,4,divorced,female,guarantor,1,life_insurance,46,none,rent,1,skilled_employee,1,none,yes,0
0_to_200,48,no_credits_taken,new_car,8358,174.125,500_to_1000,lessthan_year,1,divorced,female,none,1,car/other,30,none,own,2,skilled_employee,1,none,yes,0
below_0,24,duly_paid,furniture,3349,139.541666666667,500_to_1000,lessthan_year,4,single,male,none,4,no_property,30,none,for_free,1,skilled_employee,2,yes,yes,1
no_account,12,cleared_pending_dues,new_car,2859,238.25,no_saving_acc,unemployed,4,single,male,none,4,no_property,38,none,own,1,selfemployed/Mgt,1,yes,yes,0
no_account,18,cleared_pending_dues,furniture,1533,85.1666666666667,Below_100,lessthan_year,4,married,male,Co-applicant,1,life_insurance,43,none,own,1,Unskilled-Resident,2,none,yes,1
no_account,24,cleared_pending_dues,tv,3621,150.875,100_to_500,more_than_7yrs,2,single,male,none,4,car/other,31,none,own,2,skilled_employee,1,none,yes,1
0_to_200,18,critical_acc,business,3590,199.444444444444,Below_100,unemployed,3,married,male,none,3,car/other,40,none,own,3,unemployed/non-resident,2,yes,yes,0
below_0,36,delayed_payement,business,2145,59.5833333333333,Below_100,4_to_7yr,2,single,male,none,1,car/other,24,none,own,2,skilled_employee,1,yes,yes,1
0_to_200,24,cleared_pending_dues,used_car,4113,171.375,500_to_1000,lessthan_year,3,divorced,female,none,4,car/other,28,none,rent,1,skilled_employee,1,none,yes,1
no_account,36,cleared_pending_dues,furniture,10974,304.83333333333303,Below_100,unemployed,4,divorced,female,none,2,car/other,26,none,own,2,selfemployed/Mgt,1,yes,yes,1
below_0,12,cleared_pending_dues,new_car,1893,157.75,Below_100,1_to_4yr,4,divorced,female,guarantor,4,life_insurance,29,none,own,1,skilled_employee,1,yes,yes,0
below_0,24,critical_acc,tv,1231,51.2916666666667,Above_1000,more_than_7yrs,4,divorced,female,none,4,life_insurance,57,none,rent,2,selfemployed/Mgt,1,yes,yes,0
above_200,30,critical_acc,tv,3656,121.866666666667,no_saving_acc,more_than_7yrs,4,single,male,none,4,life_insurance,49,stores,own,2,Unskilled-Resident,1,none,yes,0
0_to_200,9,critical_acc,tv,1154,128.222222222222,Below_100,more_than_7yrs,2,single,male,none,4,real_estate,37,none,own,3,Unskilled-Resident,1,none,yes,0
below_0,28,cleared_pending_dues,new_car,4006,143.071428571429,Below_100,1_to_4yr,3,single,male,none,2,car/other,45,none,own,1,Unskilled-Resident,1,none,yes,1
0_to_200,24,cleared_pending_dues,furniture,3069,127.875,100_to_500,more_than_7yrs,4,single,male,none,4,no_property,30,none,for_free,1,skilled_employee,1,none,yes,0
no_account,6,critical_acc,tv,1740,290.0,Below_100,more_than_7yrs,2,married,male,none,2,real_estate,30,none,rent,2,skilled_employee,1,none,yes,0
0_to_200,21,delayed_payement,new_car,2353,112.047619047619,Below_100,1_to_4yr,1,divorced,male,none,4,life_insurance,47,none,own,2,skilled_employee,1,none,yes,0
no_account,15,cleared_pending_dues,new_car,3556,237.06666666666698,no_saving_acc,1_to_4yr,3,single,male,none,2,no_property,29,none,own,1,skilled_employee,1,none,yes,0
no_account,24,cleared_pending_dues,tv,2397,99.875,500_to_1000,more_than_7yrs,3,single,male,none,2,car/other,35,bank,own,2,skilled_employee,1,yes,yes,1
0_to_200,6,cleared_pending_dues,repairs,454,75.6666666666667,Below_100,lessthan_year,3,married,male,none,1,life_insurance,22,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,30,cleared_pending_dues,tv,1715,57.1666666666667,no_saving_acc,1_to_4yr,4,divorced,female,none,1,car/other,26,none,own,1,skilled_employee,1,none,yes,0
0_to_200,27,critical_acc,tv,2520,93.3333333333333,500_to_1000,1_to_4yr,4,single,male,none,2,life_insurance,23,none,own,2,Unskilled-Resident,1,none,yes,1
no_account,15,cleared_pending_dues,tv,3568,237.866666666667,Below_100,more_than_7yrs,4,divorced,female,none,2,car/other,54,bank,rent,1,selfemployed/Mgt,1,yes,yes,0
no_account,42,cleared_pending_dues,tv,7166,170.61904761904802,no_saving_acc,4_to_7yr,2,married,male,none,4,life_insurance,29,none,rent,1,skilled_employee,1,yes,yes,0
below_0,11,critical_acc,new_car,3939,358.09090909090895,Below_100,1_to_4yr,1,single,male,none,2,real_estate,40,none,own,2,Unskilled-Resident,2,none,yes,0
0_to_200,15,cleared_pending_dues,repairs,1514,100.933333333333,100_to_500,1_to_4yr,4,single,male,guarantor,2,real_estate,22,none,own,1,skilled_employee,1,none,yes,0
no_account,24,cleared_pending_dues,new_car,7393,308.04166666666697,Below_100,1_to_4yr,1,single,male,none,4,life_insurance,43,none,own,1,Unskilled-Resident,2,none,yes,0
below_0,24,duly_paid,new_car,1193,49.7083333333333,Below_100,unemployed,1,divorced,female,Co-applicant,4,no_property,29,none,rent,2,unemployed/non-resident,1,none,yes,1
below_0,60,cleared_pending_dues,business,7297,121.616666666667,Below_100,more_than_7yrs,4,single,male,Co-applicant,4,no_property,36,none,rent,1,skilled_employee,1,none,yes,1
no_account,30,critical_acc,tv,2831,94.3666666666667,Below_100,1_to_4yr,4,divorced,female,none,2,car/other,33,none,own,1,skilled_employee,1,yes,yes,0
above_200,24,cleared_pending_dues,tv,1258,52.4166666666667,500_to_1000,1_to_4yr,3,divorced,female,none,3,car/other,57,none,own,1,Unskilled-Resident,1,none,yes,0
0_to_200,6,cleared_pending_dues,tv,753,125.5,Below_100,1_to_4yr,2,divorced,female,guarantor,3,real_estate,64,none,own,1,skilled_employee,1,none,yes,0
0_to_200,18,delayed_payement,business,2427,134.833333333333,no_saving_acc,more_than_7yrs,4,single,male,none,2,life_insurance,42,none,own,2,skilled_employee,1,none,yes,0
no_account,24,delayed_payement,new_car,2538,105.75,Below_100,more_than_7yrs,4,single,male,none,4,car/other,47,none,own,2,Unskilled-Resident,2,none,yes,1
0_to_200,15,duly_paid,new_car,1264,84.2666666666667,100_to_500,1_to_4yr,2,married,male,none,2,life_insurance,25,none,rent,1,skilled_employee,1,none,yes,1
0_to_200,30,critical_acc,furniture,8386,279.533333333333,Below_100,4_to_7yr,2,single,male,none,2,life_insurance,49,none,own,1,skilled_employee,1,none,yes,1
no_account,48,cleared_pending_dues,business,4844,100.916666666667,Below_100,unemployed,3,single,male,none,2,car/other,33,bank,rent,1,selfemployed/Mgt,1,yes,yes,1
above_200,21,cleared_pending_dues,new_car,2923,139.190476190476,100_to_500,1_to_4yr,1,divorced,female,none,1,car/other,28,bank,own,1,selfemployed/Mgt,1,yes,yes,0
below_0,36,cleared_pending_dues,used_car,8229,228.583333333333,Below_100,1_to_4yr,2,single,male,none,2,life_insurance,26,none,own,1,skilled_employee,2,none,yes,1
no_account,24,critical_acc,furniture,2028,84.5,Below_100,4_to_7yr,2,single,male,none,2,life_insurance,30,none,own,2,Unskilled-Resident,1,none,yes,0
below_0,15,critical_acc,furniture,1433,95.5333333333333,Below_100,1_to_4yr,4,divorced,female,none,3,life_insurance,25,none,rent,2,skilled_employee,1,none,yes,0
above_200,42,no_credits_taken,business,6289,149.73809523809499,Below_100,lessthan_year,2,divorced,male,none,1,life_insurance,33,none,own,2,skilled_employee,1,none,yes,0
no_account,13,cleared_pending_dues,tv,1409,108.384615384615,100_to_500,unemployed,2,divorced,female,none,4,real_estate,64,none,own,1,skilled_employee,1,none,yes,0
below_0,24,cleared_pending_dues,used_car,6579,274.125,Below_100,unemployed,4,single,male,none,2,no_property,29,none,for_free,1,selfemployed/Mgt,1,yes,yes,0
0_to_200,24,critical_acc,tv,1743,72.625,Below_100,more_than_7yrs,4,single,male,none,2,life_insurance,48,none,own,2,Unskilled-Resident,1,none,yes,0
no_account,12,critical_acc,education,3565,297.08333333333303,no_saving_acc,lessthan_year,2,single,male,none,1,life_insurance,37,none,own,2,Unskilled-Resident,2,none,yes,0
